person_id,name_style,email_promotion,person_type,title,first_name,middle_name,last_name,suffix,additional_contact_info
bfd59972-497f-47a1-a376-418b9e1a7018,0.0,2.0,IN,,Jeremiah,,Sanders,,
95f42fc3-0d0d-4e64-9e5a-df811e13c151,0.0,0.0,IN,,Margaret,,Guo,,
3f4bf260-fdc8-4805-b0e3-ec7174a51b76,0.0,0.0,IN,,Andre,,Martinez,,
8f43fd96-bb45-4019-8593-930f9a52e215,0.0,2.0,IN,,George,J,Arun,,
0373b14e-d5dc-4c2f-a092-baa14b3adae6,0.0,0.0,IN,,Grace,A,Washington,,
5b400c4d-c2f5-43f9-8fb4-d34e136a79f6,0.0,1.0,IN,,Shannon,,Hu,,
7db2c967-0b8c-4bc0-bded-148ef4a4b229,0.0,0.0,IN,,Savannah,,Richardson,,
d5e91f1c-673f-4e26-9970-2dce82ffc872,0.0,1.0,IN,,James,,Kumar,,
2f30ad95-49c9-4b0f-b6ed-7201b626c5bb,0.0,0.0,IN,,Misty,A,Jai,,
dbcd0ea0-6635-40fa-bf18-07e16f68853a,0.0,1.0,IN,,Kate,,Lal,,
e30b8e5c-fc02-4d69-8ccf-e50ec8b40fac,0.0,0.0,IN,,Julie,R,Sharma,,
cc557d79-0c83-4345-917a-49345d9a32c7,0.0,0.0,IN,,Paula,L,Jimenez,,
05c0be20-ab36-4508-be23-82ef2c58a7e0,0.0,1.0,IN,,Brandon,D,Gonzales,,
c6740eb9-45ec-4c61-9277-2dd65f6e0340,0.0,0.0,IN,,Jasmine,M,Thomas,,
e6470e07-74a3-4812-a598-26be72933a73,0.0,0.0,IN,,Dustin,E,She,,
3527e8b0-6ca6-4ed7-b95b-6352432cb05a,0.0,0.0,IN,,Karl,C,Sharma,,
348d19d3-b323-49f4-9128-385010de056a,0.0,0.0,IN,,Haley,,Foster,,
aaec7a4b-7625-468e-b731-e78a564fab8f,0.0,2.0,IN,,Sharon,,Raji,,
de974ae7-75dc-4500-b2c7-f34ce17c6b75,0.0,2.0,IN,,Kaylee,,Stewart,,
456a0e51-cbec-49fd-9f0c-2f4a27fdf404,0.0,0.0,IN,,Andres,L,Luo,,
ffe11efd-1eae-4103-bace-a5bcccf6732c,0.0,0.0,IN,,Lacey,S,Xu,,
4820d686-58e5-4558-b9ae-2c360ad14e1e,0.0,0.0,IN,,Stefanie,,Weber,,
2700bbab-46b8-4eaf-b3c5-86a4021a106e,0.0,0.0,IN,,Isaiah,E,Scott,,
944aea47-c4ad-481b-95e8-83de36c647c3,0.0,2.0,IN,,Tyrone,S,Moreno,,
a16084d9-6dae-4f7a-923f-fbb2c83ad861,0.0,0.0,IN,,Margaret,J,Patterson,,
9c9ca1a5-a6f1-45be-bbe1-a319107aab54,0.0,0.0,IN,,Casey,C,Ramos,,
3f12cd9f-0329-4556-9d22-fe62f7eb2620,0.0,1.0,IN,,Ana,,Henderson,,
f780961e-7c18-46f7-b911-503decc6e85c,0.0,2.0,IN,,Grant,R,Sharma,,
3c6d15d6-d71e-461d-86df-c121dc97d96a,0.0,0.0,IN,,Jaime,G,Yuan,,
b67db1aa-d4bc-4874-bf4f-019823057bbf,0.0,2.0,GC,,Claire,,O'Donnell,,
b8c6ddd2-9f3d-46c0-a779-0acc61d9e6d9,0.0,0.0,VC,Mr.,Toby,,Nixon,,
ba4f1dd0-9b9b-4625-b57e-4c85a2de1c67,0.0,2.0,IN,,Alexandra,,Lewis,,
8666faef-c974-4326-ba6e-5e4aff06c348,0.0,2.0,IN,,Madison,,Butler,,
798453bc-ffad-4b9b-a8a8-d9ed89903c03,0.0,0.0,IN,,Andrew,L,Clark,,
3ae2aa1d-74e2-4eff-a57b-a9b345f92086,0.0,0.0,IN,,Kaylee,E,Lopez,,
5f2cbb49-d9dd-4099-81bb-88777c2ec252,0.0,0.0,IN,,Latasha,L,Gomez,,
09661566-6a0e-4718-bef2-ab24f7ad8e14,0.0,0.0,IN,,Jose,M,Moore,,
36f7a394-9009-4400-a89f-59f003837070,0.0,2.0,IN,,Dalton,,Gray,,
05af43a2-ea92-461e-aae2-592af176205a,0.0,0.0,IN,,Carolyn,,Navarro,,
29ecef10-4484-48e0-955d-8b215035e331,0.0,1.0,IN,,Rachel,,Hall,,
fd05e83e-238d-4efd-972e-7e4d674eab53,0.0,0.0,IN,,Diana,,Vazquez,,
549cf6f0-a2ed-4dc5-9ba5-7a7e8b46213b,0.0,0.0,IN,,Douglas,,Rana,,
15a5b18d-a1b5-4a64-afff-43175503af12,0.0,1.0,IN,,Dalton,,Taylor,,
4d233f3b-e905-43e9-aab2-e0978ab663ed,0.0,1.0,IN,,Jasmine,J,Jones,,
0de03f57-92a9-47ff-b0e9-381d115f690a,0.0,2.0,IN,,Rebecca,,Gonzalez,,
fde3026e-62e0-418e-abac-8f37a0bfd852,0.0,0.0,IN,,Zoe,W,Watson,,
caf46ad3-0118-4dc9-b416-eaeb6f3e11ae,0.0,2.0,IN,,Kevin,,Powell,,
64e16198-b9b3-44e4-a003-070080751da1,0.0,0.0,IN,,Cassidy,,Foster,,
26c0bca3-c0d6-4984-a070-9372ea5bbec8,0.0,1.0,IN,,Brianna,,Taylor,,
06cd6da1-9550-45cf-9f7b-a7b43d169441,0.0,2.0,IN,,Kyle,K,Carter,,
7fabdb8a-e4f7-4b7a-acd7-e0b5f8226721,0.0,0.0,IN,,Carson,A,Hayes,,
d0f2d14d-1b4d-4804-b587-582da4773a71,0.0,1.0,IN,,Ross,J,Suri,,
f94da86b-39c6-4661-8159-9684e562a362,0.0,0.0,IN,,Hunter,,Bryant,,
f299801a-2667-4a4e-b657-f8638543e4bb,0.0,0.0,IN,,Destiny,,Anderson,,
d80dbcab-86ef-4e7a-9b99-52d16a9d52c1,0.0,1.0,IN,,Marshall,K,Xu,,
00a4fbc5-dbe6-44cf-9c66-9999e89bb366,0.0,0.0,IN,,Justin,,Lal,,
e7126446-15e0-4043-991a-62657a891105,0.0,1.0,IN,,Kelly,G,Long,,
b4bf6ff1-b974-4e0e-9a6e-c79af13a8f78,0.0,1.0,IN,,Sydney,,Bailey,,
605182ea-19ec-4997-9412-5b678ed53e9a,0.0,1.0,IN,,Logan,H,White,,
e788cbd4-aa8f-4dce-8bcc-fd181b8a8acd,0.0,2.0,IN,,Carla,L,Mehta,,
3d693d61-7d96-41a9-be3f-8761f8682c9b,0.0,1.0,IN,,Aaron,J,Hughes,,
0d34493b-16c1-4a0e-a3f0-e0d9970e1fa5,0.0,0.0,IN,,Joe,M,Schmidt,,
e35f61b0-a716-4248-9670-c710d7e95712,0.0,0.0,IN,,Jacquelyn,,Moreno,,
140d014c-ff00-4aed-87b3-848174cbd162,0.0,0.0,IN,,Bryant,,Lopez,,
37410135-f47d-4136-9650-03ccdd4b6a7f,0.0,0.0,IN,,Casey,F,Anand,,
eabd6226-b9d1-40b7-b9ca-0175db9716f6,0.0,0.0,EM,,Shammi,G,Mohamed,,
07ecc682-9175-4169-9fe2-20c39bee06c5,0.0,1.0,IN,,Isabel,,Barnes,,
f35f0dd0-38ac-4550-a018-36f7908f2ec8,0.0,2.0,IN,,Candice,S,Zhu,,
43abd3e8-c86a-416a-b13e-7ffb78de79e2,0.0,0.0,IN,,Eduardo,B,Roberts,,
bd0ad5af-1188-4ff1-9db8-01d8d65e0fed,0.0,1.0,IN,,Oscar,G,Bennett,,
3298db2b-26a2-4393-b95c-030c79eac69f,0.0,2.0,IN,,Janelle,,Sai,,
1293b482-94cd-42dd-bbff-315d52e6a67d,0.0,1.0,IN,,Jade,J,Peterson,,
4dfa96d2-a5f9-4951-9a88-883b6410a6a4,0.0,2.0,IN,,Darren,,Rubio,,
05cfac02-6520-4f49-9f23-d7df0d2a1cfe,0.0,0.0,IN,,Rachel,T,Davis,,
559f20a7-9ba8-4346-9fe8-accad1b351a6,0.0,1.0,IN,,Mya,M,Foster,,
c56cb8d0-8fe4-48bf-8c67-21746c4ef923,0.0,0.0,IN,,Joshua,F,Thompson,,
d502dc7f-228c-47fc-8c89-8d650f588453,0.0,1.0,IN,Ms.,Sharon,,Salavaria,,
c97304dd-e4d3-4f2c-b7ea-7d24d11ec338,0.0,1.0,IN,,Victoria,,Taylor,,
5c630743-f594-404e-9a82-2189dd807c97,0.0,2.0,IN,,Adrienne,Y,Hernandez,,
63221987-c377-404c-ade3-44efbc2ad9ab,0.0,2.0,IN,,Natalie,,Johnson,,
b52018a4-8284-446d-a657-23cfe279a521,0.0,1.0,IN,,Jarrod,,Prasad,,
a705a746-bf49-49e8-8f60-7144e5be98ae,0.0,0.0,IN,,Kimberly,K,Cox,,
98f8562a-a5f8-4c8e-b638-d573accd499c,0.0,0.0,IN,,Jade,,Kelly,,
e8be83f4-076c-423f-8285-4e3e67950b42,0.0,,IN,,Marvin,,Dominguez,,
e4db3553-1610-44d6-ab27-51023c1aba99,0.0,0.0,IN,,Kelvin,K,Xu,,
10fd1062-297c-458c-b52a-3d7341012d7c,0.0,1.0,IN,,Thomas,R,Jenkins,,
7ce42f13-e7e9-4ad1-8643-3178d2c69c28,0.0,0.0,IN,,Alan,,Zheng,,
f61ff5f0-e41f-48bd-9253-7ecac030812c,0.0,1.0,GC,,Richard,,Lum,,
748043c0-9841-4fd2-9313-bdbfb6d9323a,0.0,2.0,IN,,Andre,L,Chandra,,
b6d24503-50cb-458d-92c8-3862a64ceb11,0.0,0.0,IN,,Ashley,C,Diaz,,
2e0e5847-873c-46d3-8fa4-a34e24298f1f,0.0,1.0,IN,,Claudia,,Gao,,
a786e3a9-b40c-46c8-bfbe-9923ffb0a4ea,0.0,0.0,IN,,Carlos,,Richardson,,
8b91bb6b-b72c-4f8e-ab8c-888542bc7333,0.0,1.0,IN,,Armando,,Gutierrez,,
c24103b9-d899-4238-af43-2b1edfe0a49e,0.0,0.0,IN,,Hannah,C,Thompson,,
fdbd5b22-a20a-43f8-a4b7-2f0792d1d44b,0.0,1.0,IN,,Dawn,J,Shan,,
1a964a31-2841-4a4c-b479-127ad77cb114,0.0,1.0,IN,,Luis,,Perry,,
1382ab86-72d2-4fc8-9b9a-1a8c5fac15bb,0.0,0.0,IN,,Leslie,D,Rubio,,
f49ad60b-c860-442f-8224-b007e806db77,0.0,1.0,IN,,Zachary,,Chen,,
fd5d72f8-838f-4dc0-8be5-f27b27a1123d,0.0,0.0,IN,,Lindsay,R,Chander,,
6189dc99-f7a6-4fe5-b944-f16c55007a17,0.0,0.0,IN,,Barry,,Suri,,
e3d7a1ec-d5d6-464b-92f8-8b9c7daa1f61,0.0,1.0,IN,,Sarah,,Taylor,,
5c6a795a-e72b-499b-91a1-c6d7d8d01f5b,0.0,0.0,IN,,Josue,,Diaz,,
8fa1838e-260d-403c-abdd-e6fe6fefdc6c,0.0,2.0,IN,,Barbara,K,Jai,,
1ae4f2b7-5907-4a7b-97b6-dee3ba1d5520,0.0,0.0,IN,,Janelle,,Subram,,
9718db4e-8918-4b90-9411-9e4ef5a12350,0.0,2.0,IN,,Victor,,Ruiz,,
962e8015-897f-4196-ac97-22d52672e7a2,0.0,2.0,IN,,Sharon,M,Tang,,
02224ea4-f550-4055-aeee-39ae10953b48,0.0,2.0,IN,,Jordan,L,Diaz,,
a4b7ac76-f467-4583-8e43-3de0ee67044a,0.0,0.0,IN,,Meghan,,Blanco,,
bd561f57-3a76-40bc-991b-0d66438f08a6,0.0,0.0,IN,,Isaac,,Cox,,
53e65720-8bd2-4762-b7d2-5eab2b9d8275,0.0,0.0,IN,,Dominic,E,Rodriguez,,
4291844c-40f4-4e98-b762-8d4b6b2c1cb7,0.0,0.0,IN,,Stephanie,S,Baker,,
561b9e83-74f7-4f75-a7a1-ec8bf7825143,0.0,1.0,IN,,Stephanie,,Torres,,
5fd1df6f-93fa-46d4-8372-f313e2cbaf0d,0.0,0.0,IN,,Katherine,A,Garcia,,
5217f545-1f84-49f6-adf6-8cd17b1e9697,0.0,0.0,IN,,Renee,,Navarro,,
eb90df94-c8e5-4960-b0f3-480e00f07530,0.0,1.0,IN,,Leah,,Lu,,
50d4c8d7-7115-4635-b9e5-9e6fd61f5494,0.0,0.0,IN,,Karl,L,Stone,,
3f6f12b5-e3d3-4289-be02-19ed29b6bf54,0.0,0.0,IN,,Martin,l,Garcia,,
4bf1ed1f-33df-4c5a-9758-ecb1d8047c89,0.0,1.0,IN,,Albert,W,Suarez,,
1e7aa6d9-70cf-486d-94a2-abace52aa817,0.0,0.0,IN,,Grant,,Chander,,
34b41e79-6db4-4bcf-8089-b6a2bfad314e,0.0,0.0,IN,,Nathaniel,,Sanchez,,
e1d8ac98-cabc-4f31-8483-a120008f59bd,0.0,1.0,IN,,Jamie,,Zhao,,
367a4343-6695-4bcd-af85-ca2b9c167959,0.0,2.0,IN,,Thomas,M,Campbell,,
a81faca1-bf03-4b50-b9a9-859466950684,0.0,0.0,IN,,Jack,P,Hall,,
74454f3b-e26c-43e4-bb7d-5cf6d66045d3,0.0,0.0,IN,,Craig,,Ramos,,
293a7dcf-4212-4f2b-9ceb-d43fac76c59d,0.0,2.0,IN,,Jackson,W,Young,,
2193375d-34f9-417f-b92b-020c06492146,0.0,0.0,IN,,Alisha,M,Alan,,
51cd7287-2800-41e1-aade-6e086c1f848d,0.0,0.0,IN,,Deanna,,Jiménez,,
e4000402-0225-4163-a67d-e88c091c9383,0.0,0.0,SC,Ms.,Doris,,Hartwig,,
625dbb02-d68f-49c5-89ba-4f817d0f5f27,0.0,0.0,IN,,Riley,,Wood,,
16e95b84-6f53-403d-8c26-7207a43a64b0,0.0,1.0,EM,,Cristian,K,Petculescu,,
a20960b4-a9ab-4584-81f6-632f19631b53,0.0,1.0,IN,,Dakota,N,Wood,,
4d0a446e-dc67-46f8-9515-5f144dc02b47,0.0,0.0,IN,,Adrian,B,Howard,,
56c23239-80e6-4877-8704-08653394ee2d,0.0,2.0,IN,,Sara,,Cooper,,
0170ca95-ddb7-48df-811b-2b54414967cc,0.0,1.0,IN,,Stacy,S,Dominguez,,
9d2b6be8-779c-4f6c-ba02-f3273862ce12,0.0,2.0,IN,,Grace,,Ramirez,,
5f4eb33d-4df4-4a44-954e-1878255643c0,0.0,1.0,IN,,Joan,K,Coleman,,
c0ff4022-126c-46cf-9901-b5603994c165,0.0,1.0,IN,,Lydia,B,Patel,,
6d41be75-d4c5-4956-805c-e93bb29a51cf,0.0,0.0,IN,,Hannah,,Rodriguez,,
a3d2f670-5aef-41e8-89f7-483b02d9c0c9,0.0,0.0,IN,,Dylan,,Martin,,
fcedb5a1-f1d4-421f-a9d7-9ffe19f6f06a,0.0,0.0,SC,Mr.,Dominic,P.,Gash,,
83316f46-be7f-45a5-875d-3c94116ddf8f,0.0,0.0,IN,,Geoffrey,L,Martinez,,
180dd48b-0a92-4cde-acf6-f3956178c57b,0.0,2.0,VC,Ms.,Patricia,B.,Porter,,
fbdc60ec-477c-41c1-a5b9-0f64466f3816,0.0,0.0,IN,,Angel,M,Cox,,
4b0780d2-bc2e-4aa3-80ba-55e00624c406,0.0,1.0,IN,,Brenda,L,Fernandez,,
8e0f9f60-310d-48e2-ac2d-ec661e1c84e9,0.0,0.0,IN,,Robyn,M,Jimenez,,
ecfdff17-f4e7-4eeb-b93c-adb212473c25,0.0,0.0,IN,,Louis,,She,,
2bcde168-da2b-4070-8e7b-919f9b1d37ec,0.0,1.0,IN,,Sydney,,Kelly,,
dd18b253-20b8-467b-a49d-8d1fc2d09976,0.0,0.0,IN,,Eduardo,M,Parker,,
242cf7a1-5532-4de2-899f-1407b9cd391c,0.0,0.0,IN,,Ethan,L,Johnson,,
e944a745-5a54-4be2-a81f-1d67d75460fa,0.0,0.0,IN,,Amanda,,Parker,,
0d6a5468-879d-4625-938c-c8f860fc30c2,0.0,0.0,IN,,Sarah,H,Powell,,
b6866041-5ef1-4043-9c48-25db0d75d849,0.0,0.0,IN,,Latasha,,Rubio,,
484eef96-5066-4503-bf38-baeb47d6e30c,0.0,0.0,IN,,Chloe,,Price,,
b46c4c96-c25f-45eb-920e-7e9435c3b23c,0.0,0.0,VC,Mr.,Mike,,Nash,,
c302d485-c310-4df8-9f17-ca3dbead62a2,0.0,2.0,IN,,Marissa,,Hughes,,
10e4f9cd-d3da-4911-8177-1860e1090e7c,0.0,0.0,IN,,Jennifer,B,Mitchell,,
b4024cac-9ab6-488f-a420-baf7cc913bb2,0.0,0.0,IN,,Charles,P,Jackson,,
494d567d-caf0-488c-87e0-41f88a11c95b,0.0,0.0,IN,,Kevin,,Mitchell,,
8af0e9bf-5f04-44ed-aabd-ba6522a26a51,0.0,0.0,IN,,Julia,,Perry,,
1e68e528-ac97-44a1-a1ea-d8d7cf57dc89,0.0,0.0,IN,,Autumn,,Zeng,,
61b60a51-82c7-4827-b2c7-db98f6260ec4,0.0,0.0,IN,,Jaclyn,M,Lal,,
53c4d3d2-f2f7-42f5-bfc1-b2fcee798beb,0.0,2.0,IN,,Mandy,,Wu,,
4e8382e8-77e9-4b0e-9671-e832f5f49a50,0.0,0.0,GC,,Pat,,Coleman,,
0788dadd-31f1-4b36-9fef-0e5b4d326f76,0.0,0.0,SC,Mr.,Daniel,P.,Thompson,,
b7a36942-0842-47e9-a155-c29fdb397e1c,0.0,0.0,IN,,Joseph,T,Williams,,
5c0e4e35-0da2-40ca-8a64-1bcd3c807286,0.0,0.0,IN,Mr.,Gary,,Schare,,
306f6b3b-4efa-4766-904f-225670c6d854,0.0,0.0,IN,,Richard,,Johnson,,
ad036fec-de5c-4a67-9b76-362ec52993b8,0.0,1.0,IN,,Franklin,B,Li,,
da591b9d-79fa-45e6-936b-8a3684cc2d60,0.0,0.0,IN,,April,J,Sharma,,
c66d0f66-032b-419c-83ea-bcbaccea4ec3,0.0,0.0,IN,,Lance,,Dominguez,,
bf802e16-df9c-48c1-8224-76398382c19b,0.0,0.0,IN,,Caleb,J,King,,
7e8c0ca6-f594-4209-98a8-41ab4d85aa1c,0.0,0.0,IN,,Lauren,J,Reed,,
b69c0c64-5c54-4bd1-b605-cf0248b6da9c,0.0,1.0,IN,,Carla,K,Rana,,
f5964622-3b9b-4656-b2c5-5aa7072cfcda,0.0,1.0,IN,,Mason,,Evans,,
05e10465-7596-46c7-bf25-809bc212e81f,0.0,1.0,IN,,Luis,J,Collins,,
574a7e89-8fec-4e49-aeb7-7d60878a67ef,0.0,2.0,IN,,Thomas,,Adams,,
45f22b34-5372-4c63-bdf4-1522034afc64,0.0,2.0,IN,,Chase,,Sandberg,,
59ed8b0f-0d7a-43cc-8c6d-5257f151ae4e,0.0,2.0,SC,Ms.,Cindy,M.,Dodd,,
bb64966e-07b8-4355-acf9-c1fcd5704296,0.0,0.0,IN,,Sean,B,King,,
8010e477-bb5d-4f20-96c4-5317318094b4,0.0,0.0,SC,Mr.,Michael,,Emanuel,,
45f35c68-f3df-4ea6-a59c-b6d4c43e5816,0.0,1.0,SC,Mr.,Alvin,J.,Torre,Jr.,
e42ab56a-be93-4875-a023-cd4b1ba7476d,0.0,2.0,IN,,David,,Wright,,
ecd0249e-9be6-4f9d-9e0e-6da5522d739b,0.0,2.0,IN,,Angel,,Nelson,,
5723ccbd-ef43-4ddd-af5f-c6f0d35015bb,0.0,0.0,IN,,Jose,M,Scott,,
e6b11ff3-5a2b-4d0a-8427-b866258d6d13,0.0,1.0,IN,,Jarrod,M,Weber,,
b8d6b1c2-bfd3-4146-a577-3265e70daeac,0.0,0.0,IN,,Deanna,N,Ruiz,,
f3ae14ab-6e13-4bff-bb57-983b335d4cd1,0.0,2.0,IN,,Jaime,M,Serrano,,
f6a4ac4d-5fd5-49cf-b04a-46f51e9a335c,0.0,1.0,IN,,Shannon,F,Hernandez,,
84f8ba73-4cdd-4d75-9554-dbe32a709649,0.0,2.0,IN,,Casey,S,Vazquez,,
1b725d66-d9d9-4d0b-a4d5-b82c3183d103,0.0,2.0,IN,,Lucas,C,Mitchell,,
2ac25d39-6ce2-476b-a8be-5bb023b779b2,0.0,0.0,IN,,Jeffery,E,Wang,,
29e7d164-4ec9-4f0e-9f36-6046f3f49aee,0.0,0.0,IN,,Xavier,L,Harris,,
c4e30d4b-84d7-4ac4-979d-61f861bf4a05,0.0,2.0,IN,,Emily,,Griffin,,
6f564b03-aa2f-45c9-a455-ec018a823b05,0.0,1.0,IN,,Rachel,J,Robinson,,
160ec28a-f218-463c-b6b6-9b2f839bbdab,0.0,0.0,IN,,Lucas,G,Blue,,
cbdc994d-a465-4a0c-b5a2-e9af7db027f6,0.0,0.0,IN,,Henry,,Vance,,
3c8c4330-a31e-47ed-a952-bc9eb61c2904,0.0,1.0,IN,,Jackson,,Wright,,
445c717a-5195-43cc-8688-486417c03eb7,0.0,1.0,IN,,Kelvin,,Huang,,
1af5cfd8-f6d7-49f2-b4c7-ba3a58455d33,0.0,1.0,IN,,Henry,,Sanchez,,
c012095d-d1fb-40dc-938b-d771cab9a8a6,0.0,1.0,IN,,Roy,M,Suri,,
793bdf57-54dd-4e52-b676-4fba599b34ac,0.0,0.0,IN,,Nicole,,Hall,,
0ba41a2a-7058-4d00-abbe-84dab741a1f1,0.0,2.0,IN,,Seth,,Thomas,,
b082765c-e6ef-4de1-8f10-15b3b72f1efc,0.0,1.0,IN,,Richard,T,Mitchell,,
be4888af-936f-40f8-839a-b3ad58006584,0.0,1.0,IN,,Tommy,,Black,,
a9c46d3e-22ad-410a-ad10-55a8b5e73360,0.0,0.0,IN,,Raymond,W,Madan,,
f397633b-5e52-4a18-abd5-360f8e1a9179,0.0,1.0,SC,Mr.,Jimmy,,Bischoff,,
8edd3423-8482-40d8-a8df-e705d4ba794d,0.0,0.0,IN,,Bailey,,Green,,
3fb4f1bd-044f-4b90-b3a2-706092d7690a,0.0,1.0,IN,,Jordyn,,Flores,,
6665f3d0-e74c-4bc1-91fe-cf409dd68bbb,0.0,2.0,IN,,Megan,W,Gray,,
7054b205-704f-4d22-a761-9830a734f0e1,0.0,0.0,IN,,Cheryl,C,Martin,,
fd894f5e-0a36-4f47-9e68-09d4b096c987,0.0,0.0,IN,,Alberto,L,Ruiz,,
b44c4a57-aa11-49f4-b253-04ab54cbf88f,0.0,2.0,IN,,Ross,,Srini,,
9974c1d1-5be6-48d8-84c9-4f2709060334,0.0,0.0,IN,,Eugene,N,Lu,,
ff1051fd-300f-4cd4-98ad-0406e525d811,0.0,0.0,IN,,Wyatt,M,Coleman,,
e1aec02f-9b9c-4905-a73e-2cf45039ae7a,0.0,0.0,IN,,Grant,,Nara,,
5d2d3d69-c803-4f01-90b8-ad29c5626fa2,0.0,2.0,IN,,Ashley,J,Bryant,,
b2a11f07-8999-407d-a35b-8b5aacccc2c5,0.0,1.0,EM,,Annette,L,Hill,,
1fe27b9a-645f-4c61-a54f-15b8170cc230,0.0,1.0,VC,Mr.,Lee,M.,Olguin,,
f739cf8e-c07d-46d8-a769-4dc82954a958,0.0,2.0,IN,,Samuel,,Williams,,
63a9310d-b35d-4798-8947-2fde47cfac13,0.0,0.0,SC,Mr.,Mike,,Danseglio,,
73433f21-dd34-4349-af34-ea13b45c4cd9,0.0,2.0,IN,,Sarah,T,Anderson,,
09516690-2384-4c73-8001-4d966a1fbdf3,0.0,0.0,IN,,Alexis,M,Coleman,,
8125e9af-0a3a-4b6a-84fe-ca35a1a734e2,0.0,1.0,IN,,Deanna,S,Sara,,
037c7bc4-4565-4baa-8194-3bcf5432bac6,0.0,0.0,IN,,Bailey,B,Mitchell,,
e5ad9381-186b-4e80-8442-55bffbb8ed9e,0.0,0.0,IN,,Brianna,C,Henderson,,
34728243-f751-44d6-b82b-4f3d0e605509,0.0,0.0,SC,Mr.,David,,Jaffe,,
75e3ff1a-ee36-487c-9d89-d4888100b710,0.0,1.0,IN,,Steven,A,Ramirez,,
45274e5f-c13f-490b-8448-bc474d7727d3,0.0,2.0,IN,,Alejandro,W,Liang,,
